App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,Sentiment_Subjectivity
Blood Donor,MEDICAL,4.2,4476,20M,"500,000+",Free,0,Everyone,Medical,"July 31, 2018",1.6.2,4.1 and up,0.36418214831905305
1800 Contacts - Lens Store,MEDICAL,4.7,23160,26M,"1,000,000+",Free,0,Everyone,Medical,"July 27, 2018",7.4.1,5.0 and up,0.5910984848484848
Blood Pressure Log - MyDiary,MEDICAL,4.7,8348,2.6M,"500,000+",Free,0,Everyone,Medical,"April 13, 2018",1.4.6,4.0 and up,0.5914018250499501
CVS Caremark,MEDICAL,3.5,3707,10M,"500,000+",Free,0,Everyone,Medical,"July 28, 2018",4.36,4.4 and up,0.42912333393102625
Ada - Your Health Guide,MEDICAL,4.7,87418,14M,"1,000,000+",Free,0,Everyone,Medical,"July 16, 2018",2.25.0,4.4 and up,0.5554172335600908
All Mental disorders,MEDICAL,4.5,453,11M,"100,000+",Free,0,Everyone,Medical,"July 7, 2017",1.1,4.0.3 and up,0.4228739316239316
Delta Dental,MEDICAL,3.0,914,Varies with device,"100,000+",Free,0,Everyone,Medical,"July 17, 2018",4.6.0,5.0 and up,0.3259047619047619
Drugs.com Medication Guide,MEDICAL,4.4,15875,Varies with device,"1,000,000+",Free,0,Everyone,Medical,"May 22, 2018",Varies with device,4.4 and up,0.49059276786840894
HealtheLife,MEDICAL,3.6,190,7.7M,"100,000+",Free,0,Everyone,Medical,"January 2, 2018",2.4.0,4.4 and up,0.36319146825396825
Anatomy Learning - 3D Atlas,MEDICAL,4.5,72167,16M,"1,000,000+",Free,0,Everyone,Medical,"July 18, 2018",2.0,4.1 and up,0.48883272206188877
Baritastic - Bariatric Tracker,MEDICAL,4.7,4318,12M,"100,000+",Free,0,Everyone,Medical,"July 26, 2018",1.3.185,4.1 and up,0.571031492647564
Epocrates Plus,MEDICAL,4.3,23889,Varies with device,"1,000,000+",Free,0,Everyone,Medical,"July 10, 2018",Varies with device,4.0 and up,0.5152561327561328
Banfield Pet Health Tracker,MEDICAL,4.2,1747,5.9M,"100,000+",Free,0,Everyone,Medical,"October 17, 2016",1.2.2,4.0 and up,0.49524039849039847
Davis's Drug Guide for Nurses,MEDICAL,4.5,572,44M,"50,000+",Free,0,Everyone,Medical,"July 13, 2018",4.3.2.315,4.4 and up,0.4259259259259259
Diabetes:M,MEDICAL,4.6,15545,Varies with device,"100,000+",Free,0,Everyone,Medical,"August 1, 2018",6.1.3,Varies with device,0.5219833001756079
HESI A2 Pocket Prep,MEDICAL,4.3,2108,28M,"50,000+",Free,0,Everyone,Medical,"May 2, 2018",4.5.1,4.4 and up,0.4689616402116402
Davis's Drug Guide,MEDICAL,3.9,272,6.4M,"50,000+",Free,0,Everyone,Medical,"December 11, 2017",2.7.36,4.1 and up,0.5333333333333333
Essential Anatomy 3,MEDICAL,4.1,1533,42M,"50,000+",Paid,$11.99,Mature 17+,Medical,"August 7, 2014",1.1.3,4.0.3 and up,0.5223282227032227
Free Hypnosis,MEDICAL,4.2,4303,Varies with device,"100,000+",Free,0,Everyone,Medical,"September 6, 2016",Varies with device,Varies with device,0.49427512650312644
Diabetes & Diet Tracker,MEDICAL,4.6,395,19M,"1,000+",Paid,$9.99,Everyone,Medical,"July 16, 2018",6.5.1,5.0 and up,0.5684691607191606
Dosecast - Medication Reminder,MEDICAL,4.3,4107,Varies with device,"100,000+",Free,0,Everyone,Medical,"April 17, 2018",Varies with device,Varies with device,0.5237338374344954
Anthem BC Anywhere,MEDICAL,2.6,496,24M,"100,000+",Free,0,Everyone,Medical,"July 27, 2018",8.0.226,4.4 and up,0.36789554531490015
Ada - Your Health Guide,MEDICAL,4.7,87418,14M,"1,000,000+",Free,0,Everyone,Medical,"July 16, 2018",2.25.0,4.4 and up,0.5554172335600908
All Mental disorders,MEDICAL,4.5,453,11M,"100,000+",Free,0,Everyone,Medical,"July 7, 2017",1.1,4.0.3 and up,0.4228739316239316
High Blood Pressure Symptoms,MEDICAL,4.0,531,2.3M,"100,000+",Free,0,Everyone,Medical,"January 18, 2015",1.0,3.0 and up,0.5663588588588588
Blood Pressure(BP) Diary,MEDICAL,3.7,3596,8.4M,"1,000,000+",Free,0,Everyone,Medical,"July 18, 2018",4.0.9,4.0.3 and up,0.355830704018204
Blood Pressure,MEDICAL,,10,2.4M,"1,000+",Free,0,Everyone,Medical,"March 14, 2015",1.0,2.3 and up,0.5866809116809117
Anthem Anywhere,MEDICAL,2.7,2657,24M,"500,000+",Free,0,Everyone,Medical,"July 27, 2018",8.0.226,4.4 and up,0.3850360223821762
Airway Ex - Intubate. Anesthetize. Train.,MEDICAL,4.3,123,86M,"10,000+",Free,0,Everyone,Medical,"June 1, 2018",0.6.88,5.0 and up,0.49310152810152813
BELONG Beating Cancer Together,MEDICAL,4.7,623,20M,"50,000+",Free,0,Teen,Medical,"July 29, 2018",4.0.5,4.3 and up,0.4141634626338574
ConnectLine,MEDICAL,3.1,253,4.2M,"50,000+",Free,0,Everyone,Medical,"September 12, 2016",1.3.4,2.3.3 and up,0.4503203268814171
Banfield Pet Health Tracker,MEDICAL,4.2,1747,5.9M,"100,000+",Free,0,Everyone,Medical,"October 17, 2016",1.2.2,4.0 and up,0.49524039849039847
1800 Contacts - Lens Store,MEDICAL,4.7,23160,26M,"1,000,000+",Free,0,Everyone,Medical,"July 27, 2018",7.4.1,5.0 and up,0.5910984848484848
Facebook,SOCIAL,4.1,78158306,Varies with device,"1,000,000,000+",Free,0,Teen,Social,"August 3, 2018",Varies with device,Varies with device,0.46020734988097733
Facebook Lite,SOCIAL,4.3,8606259,Varies with device,"500,000,000+",Free,0,Teen,Social,"August 1, 2018",Varies with device,Varies with device,0.4561272204806687
All Social Networks,SOCIAL,4.2,22492,1.5M,"1,000,000+",Free,0,Everyone,Social,"May 21, 2018",2.4.12,4.0 and up,0.5138202177724237
Google+,SOCIAL,4.2,4831125,Varies with device,"1,000,000,000+",Free,0,Teen,Social,"July 26, 2018",Varies with device,Varies with device,0.46944444444444444
"Hide Something - Photo, Video",SOCIAL,4.6,225103,5.3M,"5,000,000+",Free,0,Everyone,Social,"June 13, 2018",5.1.1,4.1 and up,0.5127991622574956
Amino: Communities and Chats,SOCIAL,4.8,1259075,62M,"10,000,000+",Free,0,Teen,Social,"July 20, 2018",1.8.19179,4.0.3 and up,0.5375361254760332
Facebook Local,SOCIAL,4.2,4751,Varies with device,"1,000,000+",Free,0,Teen,Social,"June 30, 2018",13.0,4.1 and up,0.44045936404864977
HTC Social Plugin - Facebook,SOCIAL,3.6,13223,2.8M,"10,000,000+",Free,0,Mature 17+,Social,"June 8, 2016",8.00.752746,4.4 and up,0.49405168905168906
Family GPS tracker KidControl + GPS by SMS Locator,SOCIAL,4.5,57146,Varies with device,"1,000,000+",Free,0,Everyone,Social,"July 27, 2018",Varies with device,4.0.3 and up,0.5171229125330687
Badoo - Free Chat & Dating App,SOCIAL,4.3,3781770,Varies with device,"100,000,000+",Free,0,Mature 17+,Social,"August 2, 2018",Varies with device,Varies with device,0.41610276875901875
"Free phone calls, free texting SMS on free number",SOCIAL,4.5,412725,35M,"10,000,000+",Free,0,Everyone,Social,"July 31, 2018",3.8.1,4.1 and up,0.5231201565923789
Blogger,SOCIAL,3.7,138026,2.7M,"5,000,000+",Free,0,Mature 17+,Social,"February 29, 2016",2.1.3,2.1 and up,0.5200550796321473
Bloglovin',SOCIAL,3.9,8936,Varies with device,"500,000+",Free,0,Everyone,Social,"May 18, 2017",Varies with device,Varies with device,0.46937849187849184
Blogaway for Android (Blogger),SOCIAL,3.7,4253,4.1M,"100,000+",Free,0,Teen,Social,"May 31, 2018",7.0.7,4.0.3 and up,0.3590662578162578
Banjo,SOCIAL,4.2,58341,9.3M,"1,000,000+",Free,0,Everyone,Social,"July 25, 2015",4.6.2.0,2.3 and up,0.46412157310875257
Frontback - Social Photos,SOCIAL,3.8,19446,Varies with device,"1,000,000+",Free,0,Mature 17+,Social,"December 1, 2017",3.4.5,4.0.3 and up,0.46163720538720543
Couple - Relationship App,SOCIAL,4.0,33249,8.4M,"1,000,000+",Free,0,Everyone,Social,"March 5, 2015",1.8.0,2.3 and up,0.5813240288788535
Badoo - Free Chat & Dating App,SOCIAL,4.3,3781770,Varies with device,"100,000,000+",Free,0,Mature 17+,Social,"August 2, 2018",Varies with device,Varies with device,0.41610276875901875
"Dating App, Flirt & Chat : W-Match",SOCIAL,4.3,175722,Varies with device,"10,000,000+",Free,0,Mature 17+,Social,"July 23, 2018",Varies with device,Varies with device,0.43555555555555564
Badoo - Free Chat & Dating App,SOCIAL,4.3,3781770,Varies with device,"100,000,000+",Free,0,Mature 17+,Social,"August 2, 2018",Varies with device,Varies with device,0.41610276875901875
Couple - Relationship App,SOCIAL,4.0,33249,8.4M,"1,000,000+",Free,0,Everyone,Social,"March 5, 2015",1.8.0,2.3 and up,0.5813240288788535
Amazon for Tablets,SHOPPING,4.0,141613,22M,"10,000,000+",Free,0,Teen,Shopping,"July 31, 2018",16.14.0.850,4.4 and up,0.37119065656565653
"AliExpress - Smarter Shopping, Better Living",SHOPPING,4.6,5916606,Varies with device,"100,000,000+",Free,0,Teen,Shopping,"August 6, 2018",Varies with device,Varies with device,0.6177662898829566
Amazon Shopping,SHOPPING,4.3,909226,42M,"100,000,000+",Free,0,Teen,Shopping,"July 31, 2018",16.14.0.100,4.4 and up,0.4624378936759889
Flipp - Weekly Shopping,SHOPPING,4.6,85858,Varies with device,"10,000,000+",Free,0,Everyone,Shopping,"July 30, 2018",Varies with device,Varies with device,0.5630284751091202
GS SHOP,SHOPPING,3.8,44255,15M,"10,000,000+",Free,0,Everyone,Shopping,"August 3, 2018",6.0.4,4.1 and up,0.3475877192982456
Family Dollar,SHOPPING,4.3,2588,21M,"1,000,000+",Free,0,Everyone,Shopping,"July 23, 2018",2.4.0,4.1 and up,0.4460639301175015
11st,SHOPPING,3.8,48732,20M,"10,000,000+",Free,0,Everyone,Shopping,"July 31, 2018",7.8.1,4.0 and up,0.4439569354256855
Flipkart Online Shopping App,SHOPPING,4.4,6012719,Varies with device,"100,000,000+",Free,0,Teen,Shopping,"August 6, 2018",Varies with device,Varies with device,0.47886228850514573
CheckPoints 🏆 Rewards App,SHOPPING,4.1,23187,25M,"1,000,000+",Free,0,Everyone,Shopping,"June 21, 2018",4.89,4.3 and up,0.5184227994227995
Extreme Coupon Finder,SHOPPING,4.1,11798,Varies with device,"1,000,000+",Free,0,Everyone,Shopping,"May 10, 2018",Varies with device,Varies with device,0.5617181594860167
Checkout 51: Grocery coupons,SHOPPING,4.1,52896,Varies with device,"10,000,000+",Free,0,Everyone,Shopping,"June 18, 2018",Varies with device,Varies with device,0.39518319643319644
Gyft - Mobile Gift Card Wallet,SHOPPING,4.1,9701,14M,"500,000+",Free,0,Everyone,Shopping,"July 25, 2018",2.4.0,4.4 and up,0.5253256169825719
"Groupon - Shop Deals, Discounts & Coupons",SHOPPING,4.6,1370749,Varies with device,"50,000,000+",Free,0,Teen,Shopping,"August 3, 2018",Varies with device,Varies with device,0.47119181975431973
Extreme Coupon Finder,SHOPPING,4.1,11798,Varies with device,"1,000,000+",Free,0,Everyone,Shopping,"May 10, 2018",Varies with device,Varies with device,0.5617181594860167
Checkout 51: Grocery coupons,SHOPPING,4.1,52896,Varies with device,"10,000,000+",Free,0,Everyone,Shopping,"June 18, 2018",Varies with device,Varies with device,0.39518319643319644
"Ebates: Cash Back, Coupons, Rewards & Savings",SHOPPING,4.5,37253,31M,"1,000,000+",Free,0,Everyone,Shopping,"August 3, 2018",4.31.2,4.4 and up,0.41552014505961876
"Groupon - Shop Deals, Discounts & Coupons",SHOPPING,4.6,1370749,Varies with device,"50,000,000+",Free,0,Teen,Shopping,"August 3, 2018",Varies with device,Varies with device,0.47119181975431973
FidMe Loyalty Cards & Deals at Grocery Supermarket,SHOPPING,4.2,33758,Varies with device,"1,000,000+",Free,0,Everyone,Shopping,"August 6, 2018",Varies with device,Varies with device,0.4141676505312869
HauteLook,SHOPPING,4.1,7193,7.3M,"500,000+",Free,0,Everyone,Shopping,"July 13, 2018",5.0.2,4.4 and up,0.4925493025493025
Extreme Coupon Finder,SHOPPING,4.1,11798,Varies with device,"1,000,000+",Free,0,Everyone,Shopping,"May 10, 2018",Varies with device,Varies with device,0.5617181594860167
Checkout 51: Grocery coupons,SHOPPING,4.1,52896,Varies with device,"10,000,000+",Free,0,Everyone,Shopping,"June 18, 2018",Varies with device,Varies with device,0.39518319643319644
Gyft - Mobile Gift Card Wallet,SHOPPING,4.1,9701,14M,"500,000+",Free,0,Everyone,Shopping,"July 25, 2018",2.4.0,4.4 and up,0.5253256169825719
"AliExpress - Smarter Shopping, Better Living",SHOPPING,4.6,5916569,Varies with device,"100,000,000+",Free,0,Teen,Shopping,"August 6, 2018",Varies with device,Varies with device,0.6177662898829566
Amazon Shopping,SHOPPING,4.3,909204,42M,"100,000,000+",Free,0,Teen,Shopping,"July 31, 2018",16.14.0.100,4.4 and up,0.4624378936759889
Etsy: Handmade & Vintage Goods,SHOPPING,4.3,95520,15M,"10,000,000+",Free,0,Teen,Shopping,"August 3, 2018",5.3.1,4.1 and up,0.5440019228160253
ASOS,SHOPPING,4.7,181798,22M,"10,000,000+",Free,0,Everyone,Shopping,"July 30, 2018",4.4.9,4.4 and up,0.5864045214045215
Gyft - Mobile Gift Card Wallet,SHOPPING,4.1,9701,14M,"500,000+",Free,0,Everyone,Shopping,"July 25, 2018",2.4.0,4.4 and up,0.5253256169825719
Etsy: Handmade & Vintage Goods,SHOPPING,4.3,95520,15M,"10,000,000+",Free,0,Teen,Shopping,"August 3, 2018",5.3.1,4.1 and up,0.5440019228160253
"Groupon - Shop Deals, Discounts & Coupons",SHOPPING,4.6,1370749,Varies with device,"50,000,000+",Free,0,Teen,Shopping,"August 3, 2018",Varies with device,Varies with device,0.47119181975431973
Find&Save - Local Shopping,SHOPPING,4.0,4602,6.2M,"500,000+",Free,0,Everyone,Shopping,"December 22, 2017",3.0.0,4.1 and up,0.38212278881815626
"AliExpress - Smarter Shopping, Better Living",SHOPPING,4.6,5917485,Varies with device,"100,000,000+",Free,0,Teen,Shopping,"August 6, 2018",Varies with device,Varies with device,0.6177662898829566
Boxed Wholesale,SHOPPING,3.8,6380,Varies with device,"1,000,000+",Free,0,Everyone,Shopping,"August 2, 2018",Varies with device,Varies with device,0.4857461067867318
ASOS,SHOPPING,4.7,181823,22M,"10,000,000+",Free,0,Everyone,Shopping,"July 30, 2018",4.4.9,4.4 and up,0.5864045214045215
FreePrints – Free Photos Delivered,PHOTOGRAPHY,4.8,109500,37M,"1,000,000+",Free,0,Everyone,Photography,"August 2, 2018",2.18.2,4.1 and up,0.6266804152637486
Groovebook Photo Books & Gifts,PHOTOGRAPHY,4.0,21159,36M,"500,000+",Free,0,Everyone,Photography,"January 31, 2018",2.1.9,4.0.3 and up,0.5067545042492522
Google Photos,PHOTOGRAPHY,4.5,10858556,Varies with device,"1,000,000,000+",Free,0,Everyone,Photography,"August 6, 2018",Varies with device,Varies with device,0.5018935734339623
HD Camera - Best Cam with filters & panorama,PHOTOGRAPHY,4.5,38953,9.7M,"5,000,000+",Free,0,Everyone,Photography,"July 26, 2018",2.2.4,4.2 and up,0.5875
"Face Filter, Selfie Editor - Sweet Camera",PHOTOGRAPHY,4.7,142634,22M,"10,000,000+",Free,0,Everyone,Photography,"July 6, 2018",1.5.1,4.4 and up,0.5888655462184874
Adobe Photoshop Express:Photo Editor Collage Maker,PHOTOGRAPHY,4.2,914804,Varies with device,"50,000,000+",Free,0,Everyone,Photography,"July 22, 2018",5.0.508,4.4 and up,0.486466274135917
HD Camera - Quick Snap Photo & Video,PHOTOGRAPHY,4.5,21841,7.7M,"1,000,000+",Free,0,Everyone,Photography,"July 24, 2018",1.6.4,4.2 and up,0.5777731092436975
B612 - Beauty & Filter Camera,PHOTOGRAPHY,4.4,5282578,Varies with device,"100,000,000+",Free,0,Everyone,Photography,"July 30, 2018",7.6.5,4.3 and up,0.5275852272727273
HD Camera,PHOTOGRAPHY,4.3,49680,8.7M,"5,000,000+",Free,0,Everyone,Photography,"July 11, 2018",1.8.5,4.2 and up,0.0
Garden Photo Frames - Garden Photo Editor,PHOTOGRAPHY,4.4,1864,13M,"500,000+",Free,0,Everyone,Photography,"May 3, 2018",22.0,4.0.3 and up,0.48137500000000005
BeautyPlus - Easy Photo Editor & Selfie Camera,PHOTOGRAPHY,4.4,3158047,53M,"100,000,000+",Free,0,Everyone,Photography,"July 31, 2018",6.9.031,4.1 and up,0.30000000000000004
DSLR Camera Hd Ultra Professional,PHOTOGRAPHY,4.2,4410,4.5M,"1,000,000+",Free,0,Everyone,Photography,"June 27, 2018",4.1,4.0.3 and up,0.5042909356725146
"Candy selfie - photo editor, live filter camera",PHOTOGRAPHY,4.4,53421,26M,"10,000,000+",Free,0,Everyone,Photography,"August 6, 2018",2.74.685,4.0.3 and up,0.48031565656565656
Blur Image Background Editor (Blur Photo Editor),PHOTOGRAPHY,4.4,62421,9.6M,"5,000,000+",Free,0,Everyone,Photography,"July 28, 2018",2.4,4.1 and up,0.530530303030303
Google Photos,PHOTOGRAPHY,4.5,10858538,Varies with device,"1,000,000,000+",Free,0,Everyone,Photography,"August 6, 2018",Varies with device,Varies with device,0.5018935734339623
Flickr,PHOTOGRAPHY,4.3,251951,16M,"10,000,000+",Free,0,Mature 17+,Photography,"July 11, 2018",4.7.3,4.4 and up,0.4359923749572187
B612 - Beauty & Filter Camera,PHOTOGRAPHY,4.4,5282558,Varies with device,"100,000,000+",Free,0,Everyone,Photography,"July 30, 2018",7.6.5,4.3 and up,0.5275852272727273
BeautyPlus - Easy Photo Editor & Selfie Camera,PHOTOGRAPHY,4.4,3157936,53M,"100,000,000+",Free,0,Everyone,Photography,"July 31, 2018",6.9.031,4.1 and up,0.30000000000000004
"Cymera Camera- Photo Editor, Filter,Collage,Layout",PHOTOGRAPHY,4.4,2418135,Varies with device,"100,000,000+",Free,0,Everyone,Photography,"July 12, 2018",Varies with device,Varies with device,0.4619810744810745
"Candy Camera - selfie, beauty camera, photo editor",PHOTOGRAPHY,4.4,3368649,Varies with device,"100,000,000+",Free,0,Everyone,Photography,"July 16, 2018",4.47,4.0.3 and up,0.5430153034100402
Blur Image Background,PHOTOGRAPHY,3.9,129272,11M,"10,000,000+",Free,0,Everyone,Photography,"July 30, 2018",1.32,4.1 and up,0.643939393939394
Google Photos,PHOTOGRAPHY,4.5,10859051,Varies with device,"1,000,000,000+",Free,0,Everyone,Photography,"August 6, 2018",Varies with device,Varies with device,0.5018935734339623
Flickr,PHOTOGRAPHY,4.3,251951,16M,"10,000,000+",Free,0,Mature 17+,Photography,"July 11, 2018",4.7.3,4.4 and up,0.4359923749572187
HD Camera Ultra,PHOTOGRAPHY,4.3,462152,1.5M,"10,000,000+",Free,0,Everyone,Photography,"October 17, 2015",2.3.1,Varies with device,0.5695181114814052
Cameringo Lite. Filters Camera,PHOTOGRAPHY,4.2,140917,5.7M,"10,000,000+",Free,0,Everyone,Photography,"June 11, 2018",2.2.93,4.0 and up,0.5333333333333333
HD Camera Pro for Android,PHOTOGRAPHY,4.1,49211,1.9M,"1,000,000+",Free,0,Everyone,Photography,"January 19, 2017",1.5.5,2.1 and up,0.6097689075630253
HD Camera for Android,PHOTOGRAPHY,4.1,351254,4.0M,"10,000,000+",Free,0,Everyone,Photography,"June 29, 2018",4.6.0.0,4.2 and up,0.5457669413919414
GoPro (formerly Capture),PHOTOGRAPHY,4.0,157506,47M,"10,000,000+",Free,0,Everyone,Photography,"May 24, 2018",4.5.2,5.0 and up,0.4620191285278281
Beauty Makeup Snappy Collage Photo Editor - Lidow,PHOTOGRAPHY,4.5,420973,Varies with device,"10,000,000+",Free,0,Everyone,Photography,"August 2, 2018",Varies with device,Varies with device,0.4769047619047619
"High-Speed Camera (GIF,Burst)",PHOTOGRAPHY,4.1,78140,10M,"5,000,000+",Free,0,Everyone,Photography,"February 11, 2018",5.5.2,4.0.3 and up,0.3967372134038801
"Cymera Camera- Photo Editor, Filter,Collage,Layout",PHOTOGRAPHY,4.4,2418135,Varies with device,"100,000,000+",Free,0,Everyone,Photography,"July 12, 2018",Varies with device,Varies with device,0.4619810744810745
EyeEm - Camera & Photo Filter,PHOTOGRAPHY,4.2,215343,44M,"10,000,000+",Free,0,Everyone,Photography,"July 14, 2018",6.4.3,4.0.3 and up,0.586203964953965
"Candy Camera - selfie, beauty camera, photo editor",PHOTOGRAPHY,4.4,3368646,Varies with device,"100,000,000+",Free,0,Everyone,Photography,"July 16, 2018",4.47,4.0.3 and up,0.5430153034100402
HD Camera for Android,PHOTOGRAPHY,4.1,351255,4.0M,"10,000,000+",Free,0,Everyone,Photography,"June 29, 2018",4.6.0.0,4.2 and up,0.5457669413919414
FilterGrid - Cam&Photo Editor,PHOTOGRAPHY,4.6,126337,9.6M,"1,000,000+",Free,0,Everyone,Photography,"March 15, 2017",2.0.5,4.0 and up,0.529429069607641
"Cymera Camera- Photo Editor, Filter,Collage,Layout",PHOTOGRAPHY,4.4,2418158,Varies with device,"100,000,000+",Free,0,Everyone,Photography,"July 12, 2018",Varies with device,Varies with device,0.4619810744810745
Adobe Photoshop Express:Photo Editor Collage Maker,PHOTOGRAPHY,4.2,914917,Varies with device,"50,000,000+",Free,0,Everyone,Photography,"July 22, 2018",5.0.508,4.4 and up,0.486466274135917
BeautyPlus - Easy Photo Editor & Selfie Camera,PHOTOGRAPHY,4.4,3158151,53M,"100,000,000+",Free,0,Everyone,Photography,"July 31, 2018",6.9.031,4.1 and up,0.30000000000000004
Color Touch Effects,PHOTOGRAPHY,3.8,167652,12M,"10,000,000+",Free,0,Everyone,Photography,"April 23, 2018",4.5,4.1 and up,0.44570958646616543
"Candy Camera - selfie, beauty camera, photo editor",PHOTOGRAPHY,4.4,3368705,Varies with device,"100,000,000+",Free,0,Everyone,Photography,"July 16, 2018",4.47,4.0.3 and up,0.5430153034100402
Font Studio- Photo Texts Image,PHOTOGRAPHY,4.2,197295,24M,"10,000,000+",Free,0,Everyone,Photography,"June 23, 2017",4.0.7,4.0 and up,0.5220456932773109
Add Text To Photo,PHOTOGRAPHY,4.1,21578,1.6M,"1,000,000+",Free,0,Everyone,Photography,"September 8, 2017",1.1.3,2.3 and up,0.4007626922823001
BeautyPlus - Easy Photo Editor & Selfie Camera,PHOTOGRAPHY,4.4,3158151,53M,"100,000,000+",Free,0,Everyone,Photography,"July 31, 2018",6.9.031,4.1 and up,0.30000000000000004
Free Sports TV,SPORTS,4.3,1802,9.8M,"100,000+",Free,0,Everyone,Sports,"June 21, 2018",1.4,4.0.3 and up,0.5141263962375073
"FIFA - Tournaments, Soccer News & Live Scores",SPORTS,4.2,342909,6.0M,"10,000,000+",Free,0,Everyone,Sports,"August 3, 2018",4.3.1,4.4 and up,0.44277674486007823
Football Live Scores,SPORTS,4.5,107724,6.5M,"5,000,000+",Free,0,Everyone,Sports,"July 31, 2018",1004.0,4.0 and up,0.5309547152194212
BeSoccer - Soccer Live Score,SPORTS,4.5,152780,Varies with device,"10,000,000+",Free,0,Everyone,Sports,"July 18, 2018",Varies with device,Varies with device,0.40465388007054676
"CBS Sports App - Scores, News, Stats & Watch Live",SPORTS,4.3,91031,Varies with device,"5,000,000+",Free,0,Everyone,Sports,"August 4, 2018",Varies with device,5.0 and up,0.5124724732732545
BBC Sport,SPORTS,4.2,18678,Varies with device,"1,000,000+",Free,0,Everyone,Sports,"April 25, 2018",Varies with device,Varies with device,0.4234672895132079
All Football - Latest News & Videos,SPORTS,4.6,152867,17M,"10,000,000+",Free,0,Everyone,Sports,"August 3, 2018",3.0.5,4.1 and up,0.5105386453823954
Eurosport,SPORTS,4.0,121003,Varies with device,"10,000,000+",Free,0,Everyone,Sports,"August 6, 2018",Varies with device,Varies with device,0.4273702722715881
"All Football GO- Live Score, Games",SPORTS,4.6,1981,10M,"100,000+",Free,0,Everyone,Sports,"June 21, 2018",2.9.9go,4.1 and up,0.5140277777777779
Championat,SPORTS,4.3,36490,Varies with device,"1,000,000+",Free,0,Everyone,Sports,"July 25, 2018",Varies with device,Varies with device,0.3673677799823633
Goal Live Scores,SPORTS,4.4,232423,35M,"5,000,000+",Free,0,Everyone,Sports,"June 11, 2018",4.2.2,4.0.3 and up,0.5138371392496393
"CBS Sports App - Scores, News, Stats & Watch Live",SPORTS,4.3,91031,Varies with device,"5,000,000+",Free,0,Everyone,Sports,"August 4, 2018",Varies with device,5.0 and up,0.5124724732732545
"Hole19: Golf GPS App, Rangefinder & Scorecard",SPORTS,4.4,6106,Varies with device,"100,000+",Free,0,Everyone,Sports,"August 1, 2018",Varies with device,Varies with device,0.6068640350877192
"CBS Sports App - Scores, News, Stats & Watch Live",SPORTS,4.3,91031,Varies with device,"5,000,000+",Free,0,Everyone,Sports,"August 4, 2018",Varies with device,5.0 and up,0.5124724732732545
CBS Sports Fantasy,SPORTS,4.0,43611,27M,"1,000,000+",Free,0,Everyone,Sports,"June 27, 2018",3.17.0+3,5.0 and up,0.488624757677788
"CBS Sports App - Scores, News, Stats & Watch Live",SPORTS,4.3,91031,Varies with device,"5,000,000+",Free,0,Everyone,Sports,"August 4, 2018",Varies with device,5.0 and up,0.5124724732732545
Golf Channel,SPORTS,4.1,19230,88M,"1,000,000+",Free,0,Everyone,Sports,"May 30, 2018",4.5.19.56,4.1 and up,0.4610644841269841
"GolfNow: Tee Time Deals at Golf Courses, Golf GPS",SPORTS,4.5,26102,Varies with device,"1,000,000+",Free,0,Everyone,Sports,"May 3, 2018",Varies with device,Varies with device,0.5041837396278186
Golf GPS by SwingxSwing,SPORTS,4.6,37167,Varies with device,"1,000,000+",Free,0,Everyone,Sports,"July 30, 2018",Varies with device,4.4 and up,0.4576765171556838
Golfshot: Golf GPS + Tee Times,SPORTS,4.3,7543,25M,"500,000+",Free,0,Everyone,Sports,"July 11, 2018",1.31.0,4.1 and up,0.4648870791245791
Golf GPS Rangefinder: Golf Pad,SPORTS,4.6,13098,Varies with device,"1,000,000+",Free,0,Everyone,Sports,"July 28, 2018",Varies with device,Varies with device,0.5649432511932512
"Hole19: Golf GPS App, Rangefinder & Scorecard",SPORTS,4.4,6106,Varies with device,"100,000+",Free,0,Everyone,Sports,"August 1, 2018",Varies with device,Varies with device,0.6068640350877192
GolfLogix GPS + Putt Breaks,SPORTS,4.0,11085,61M,"1,000,000+",Free,0,Everyone,Sports,"June 21, 2018",8.9.3,4.0.3 and up,0.4526742085075418
Golfshot Plus: Golf GPS,SPORTS,4.1,3387,25M,"50,000+",Paid,$29.99,Everyone,Sports,"July 11, 2018",4.18.0,4.1 and up,0.4753117784992785
FanDuel: Daily Fantasy Sports,SPORTS,4.6,29673,57M,"1,000,000+",Free,0,Mature 17+,Sports,"August 6, 2018",2.46.1,5.0 and up,0.4659878000787092
DraftKings - Daily Fantasy Sports,SPORTS,4.5,50017,41M,"1,000,000+",Free,0,Adults only 18+,Sports,"July 24, 2018",3.21.324,4.4 and up,0.5213883377425044
Fantasy Football Manager (FPL),SPORTS,4.4,63650,4.6M,"1,000,000+",Free,0,Everyone,Sports,"August 3, 2018",7.0.2,4.1 and up,0.5221638655462185
Fantasy Football,SPORTS,3.5,50179,23M,"1,000,000+",Free,0,Everyone,Sports,"August 2, 2018",2.5.7.1,5.0 and up,0.41102149863019427
CBS Sports Fantasy,SPORTS,4.0,43611,27M,"1,000,000+",Free,0,Everyone,Sports,"June 27, 2018",3.17.0+3,5.0 and up,0.488624757677788
